       1    0.00000014    0.00000001   -0.00000012   -0.00000000    0.00020679    0.00000003
       2    0.00000079   -0.00000008    0.00000058    0.00000000   -0.00030204   -0.00000032
       3    0.00000057   -0.00000012    0.00000054   -0.00000001   -0.00006259   -0.00000059
       4    0.00000017   -0.00000000   -0.00000025   -0.00000001    0.00050015   -0.00000001
       5   -0.00000001   -0.00000006    0.00000061    0.00000001   -0.00025177   -0.00000045
       6   -0.00000019   -0.00000002    0.00000028   -0.00000001    0.00033842   -0.00000023
       7   -0.00000089   -0.00000001   -0.00000122    0.00000000   -0.00011539   -0.00000031
       8    0.00000117   -0.00000008    0.00000032    0.00000001   -0.00043843   -0.00000026
       9   -0.00000083   -0.00000004   -0.00000022    0.00000000   -0.00020745   -0.00000046
      10    0.00000104   -0.00000002   -0.00000031    0.00000001    0.00024043    0.00000016
      11   -0.00000007    0.00000000    0.00000042    0.00000001    0.00022615   -0.00000004
      12   -0.00000198    0.00000002   -0.00000060   -0.00000000   -0.00041531   -0.00000029
      13   -0.00000030   -0.00000006   -0.00000102    0.00000001    0.00003128   -0.00000058
      14    0.00000023   -0.00000002    0.00000046   -0.00000000    0.00067783   -0.00000002
      15    0.00000001   -0.00000008    0.00000031    0.00000000   -0.00016536   -0.00000057
      16    0.00000042   -0.00000010    0.00000006    0.00000000   -0.00006130   -0.00000056
      17   -0.00000107   -0.00000003   -0.00000053   -0.00000000   -0.00016311   -0.00000052
      18    0.00000002   -0.00000008   -0.00000044   -0.00000000   -0.00025987   -0.00000049
      19   -0.00000004   -0.00000006    0.00000075   -0.00000001   -0.00027787   -0.00000052
      20   -0.00000064   -0.00000003   -0.00000054    0.00000000   -0.00030207   -0.00000032
      21   -0.00000030   -0.00000002   -0.00000008    0.00000000   -0.00033468   -0.00000024
      22    0.00000035   -0.00000004   -0.00000118    0.00000000   -0.00011934   -0.00000027
      23    0.00000070   -0.00000001    0.00000158    0.00000000    0.00023097    0.00000001
      24   -0.00000095   -0.00000001   -0.00000065    0.00000001   -0.00010478   -0.00000031
      25   -0.00000057   -0.00000002    0.00000035   -0.00000000   -0.00048478   -0.00000014
      26    0.00000013   -0.00000002    0.00000012    0.00000000   -0.00051405   -0.00000013
      27    0.00000008    0.00000003   -0.00000022    0.00000000    0.00044763    0.00000009
      28   -0.00000046    0.00000000   -0.00000093   -0.00000000   -0.00014528   -0.00000018
      29    0.00000089   -0.00000009   -0.00000028    0.00000001    0.00011829   -0.00000033
      30    0.00000080   -0.00000005   -0.00000007   -0.00000000    0.00004967   -0.00000026
      31    0.00000056   -0.00000001   -0.00000054   -0.00000000    0.00049871   -0.00000003
      32    0.00000064   -0.00000008    0.00000132    0.00000001   -0.00000892   -0.00000046
      33    0.00000033   -0.00000006   -0.00000010   -0.00000000   -0.00024497   -0.00000033
      34    0.00000085   -0.00000003    0.00000010   -0.00000000    0.00022622   -0.00000004
      35   -0.00000049    0.00000004   -0.00000073   -0.00000001   -0.00003886    0.00000014
      36    0.00000013   -0.00000008    0.00000088    0.00000001    0.00004239   -0.00000051
      37   -0.00000025    0.00000000   -0.00000052    0.00000001   -0.00045402   -0.00000009
      38    0.00000037   -0.00000003   -0.00000016   -0.00000000   -0.00063622   -0.00000008
      39    0.00000043   -0.00000002    0.00000197    0.00000001   -0.00070822   -0.00000006
      40   -0.00000033    0.00000002    0.00000034    0.00000001    0.00020455    0.00000000
      41    0.00000005   -0.00000004   -0.00000016    0.00000000   -0.00040204   -0.00000019
      42   -0.00000010   -0.00000002    0.00000052   -0.00000000    0.00006686   -0.00000021
      43   -0.00000082   -0.00000002    0.00000029   -0.00000001   -0.00043550   -0.00000027
      44    0.00000001   -0.00000000   -0.00000016   -0.00000000    0.00041237   -0.00000005
      45   -0.00000008    0.00000001    0.00000038   -0.00000001    0.00068415    0.00000007
      46   -0.00000094   -0.00000003    0.00000087   -0.00000000   -0.00002384   -0.00000049
      47   -0.00000060   -0.00000008   -0.00000028    0.00000000    0.00003944   -0.00000060
      48   -0.00000014    0.00000002    0.00000109   -0.00000000   -0.00004362    0.00000014
      49    0.00000025   -0.00000004   -0.00000031   -0.00000000   -0.00024243   -0.00000029
      50   -0.00000041   -0.00000000    0.00000031    0.00000000   -0.00013062   -0.00000012
      51   -0.00000038   -0.00000008    0.00000144    0.00000001   -0.00027247   -0.00000056
      52    0.00000038   -0.00000002   -0.00000014    0.00000001    0.00035073   -0.00000007
      53   -0.00000035   -0.00000001    0.00000003    0.00000000    0.00040782   -0.00000013
      54   -0.00000028   -0.00000001   -0.00000032    0.00000000   -0.00019020   -0.00000025
      55    0.00000095   -0.00000004    0.00000007   -0.00000000    0.00034632   -0.00000012
      56   -0.00000055   -0.00000002   -0.00000036    0.00000000   -0.00062265   -0.00000014
      57   -0.00000026   -0.00000005   -0.00000034    0.00000000   -0.00031594   -0.00000038
      58   -0.00000029   -0.00000002   -0.00000010   -0.00000000   -0.00059836   -0.00000015
      59   -0.00000036    0.00000001    0.00000015    0.00000000    0.00021942   -0.00000008
      60    0.00000165   -0.00000006   -0.00000045   -0.00000000    0.00025612   -0.00000010
      61    0.00000023   -0.00000004    0.00000027    0.00000001   -0.00022687   -0.00000024
      62   -0.00000059    0.00000008   -0.00000084    0.00000000    0.00037326    0.00000037
      63   -0.00000069   -0.00000000   -0.00000027   -0.00000001    0.00026561   -0.00000021
      64    0.00000033    0.00000000    0.00000010    0.00000000    0.00015873    0.00000007
      65    0.00000050   -0.00000006    0.00000018    0.00000000   -0.00041521   -0.00000029
      66    0.00000029   -0.00000009   -0.00000058   -0.00000002   -0.00002046   -0.00000058
      67    0.00000019   -0.00000009   -0.00000141   -0.00000001   -0.00016706   -0.00000061
      68   -0.00000065   -0.00000005   -0.00000050   -0.00000001   -0.00005647   -0.00000040
      69   -0.00000003   -0.00000000   -0.00000037   -0.00000001    0.00059322    0.00000002
      70    0.00000009   -0.00000002   -0.00000015    0.00000000   -0.00059955   -0.00000015
      71   -0.00000135    0.00000002    0.00000045    0.00000000   -0.00003127   -0.00000014
      72    0.00000112   -0.00000007    0.00000062    0.00000001   -0.00024307   -0.00000030
      73    0.00000089   -0.00000009   -0.00000054   -0.00000001    0.00019013   -0.00000046
      74    0.00000076   -0.00000006   -0.00000046   -0.00000000   -0.00010206   -0.00000025
      75   -0.00000060    0.00000002    0.00000042    0.00000001    0.00014062    0.00000006
      76   -0.00000001   -0.00000008   -0.00000004    0.00000000    0.00003598   -0.00000066
      77   -0.00000012   -0.00000004    0.00000115    0.00000001   -0.00019810   -0.00000028
      78   -0.00000043   -0.00000006    0.00000084    0.00000000    0.00003147   -0.00000059
      79    0.00000137   -0.00000004    0.00000040    0.00000000   -0.00069347   -0.00000002
      80   -0.00000031    0.00000002    0.00000057    0.00000001    0.00060614    0.00000008
      81    0.00000059   -0.00000010    0.00000033    0.00000001   -0.00001752   -0.00000061
      82   -0.00000010   -0.00000004   -0.00000071    0.00000000   -0.00028623   -0.00000037
      83    0.00000002   -0.00000004    0.00000009    0.00000000   -0.00032338   -0.00000028
      84   -0.00000018   -0.00000002   -0.00000038    0.00000000   -0.00009383   -0.00000010
      85   -0.00000013   -0.00000002   -0.00000038    0.00000000   -0.00039456   -0.00000017
      86    0.00000004   -0.00000001    0.00000109   -0.00000001    0.00040765   -0.00000013
      87    0.00000003   -0.00000003   -0.00000131   -0.00000000   -0.00013711   -0.00000015
      88   -0.00000024   -0.00000002   -0.00000115   -0.00000001   -0.00029365   -0.00000028
      89   -0.00000028   -0.00000001    0.00000017   -0.00000001    0.00006376   -0.00000017
      90   -0.00000066   -0.00000006   -0.00000003   -0.00000001   -0.00017792   -0.00000051
      91   -0.00000006   -0.00000000   -0.00000086   -0.00000000   -0.00035910   -0.00000005
      92   -0.00000059   -0.00000001    0.00000116    0.00000000   -0.00014778   -0.00000020
      93   -0.00000094    0.00000005    0.00000015    0.00000001    0.00047451    0.00000016
      94   -0.00000016   -0.00000006   -0.00000053   -0.00000000   -0.00025554   -0.00000047
      95   -0.00000043   -0.00000005    0.00000018    0.00000001   -0.00000800   -0.00000043
      96   -0.00000005   -0.00000004   -0.00000063   -0.00000001   -0.00019013   -0.00000025
      97   -0.00000077   -0.00000001   -0.00000144   -0.00000001    0.00016709   -0.00000023
      98    0.00000024   -0.00000004    0.00000011   -0.00000001   -0.00044406   -0.00000019
      99    0.00000020   -0.00000003   -0.00000090    0.00000001   -0.00019494   -0.00000026
     100   -0.00000011    0.00000002    0.00000054    0.00000000    0.00020588    0.00000002
     101    0.00000132   -0.00000013    0.00000027   -0.00000001   -0.00017540   -0.00000057
     102   -0.00000048   -0.00000000    0.00000041   -0.00000000    0.00025738   -0.00000014
